State,AdminRegion,Count_yr,SpeciesNumber,NumberByPartyHours,Year,ReportingCounts,ReportingObservers
LA,louisiana,111,4,0.0026,2010,4,29
LA,louisiana,112,1,0.0006,2011,1,42
LA,louisiana,113,189,0.1287,2012,19,43
LA,louisiana,114,2,0.0012,2013,2,23
MA,massachusetts,2,4,0,1901,2,2
MA,massachusetts,3,2,0,1902,1,1
MA,massachusetts,5,4,0,1904,1,4
MA,massachusetts,7,12,0,1906,6,3
MA,massachusetts,8,1,0,1907,1,1
MA,massachusetts,9,19,0,1908,7,3
MA,massachusetts,11,23,0,1910,7,3
MA,massachusetts,12,28,0,1911,3,2
MA,massachusetts,13,17,0,1912,6,4
MA,massachusetts,14,51,0,1913,2,1
MA,massachusetts,15,7,0,1914,3,3
MA,massachusetts,16,4,0,1915,3,3
MA,massachusetts,17,10,0,1916,5,4
MA,massachusetts,19,3,0,1918,2,1
MA,massachusetts,20,5,0,1919,2,3
MA,massachusetts,22,3,0.0349,1921,2,3
MA,massachusetts,24,28,0,1923,8,3
MA,massachusetts,26,3,0,1925,2,7
MA,massachusetts,28,7,0,1927,2,4
MA,massachusetts,29,1,0,1928,1,2
MA,massachusetts,30,3,0.1429,1929,2,13
MA,massachusetts,31,4,0,1930,1,19
MA,massachusetts,32,59,0,1931,10,15
MA,massachusetts,34,66,0,1933,4,20
MA,massachusetts,36,26,0,1935,5,24
MA,massachusetts,37,8,0,1936,3,29
MA,massachusetts,38,222,0,1937,8,49
MA,massachusetts,39,25,0.4762,1938,6,41
MA,massachusetts,40,12,0.2637,1939,5,40
MA,massachusetts,41,17,0.3736,1940,3,37
MA,massachusetts,42,40,0.3493,1941,8,45
MA,massachusetts,43,14,0.1212,1942,4,30
MA,massachusetts,44,50,1.4706,1943,7,23
MA,massachusetts,46,11,0.0864,1945,6,65
MA,massachusetts,47,32,0.2602,1946,10,41
MA,massachusetts,48,1,0.0145,1947,1,67
MA,massachusetts,49,18,0.1659,1948,6,57
MA,massachusetts,50,87,0.9255,1949,11,61
MA,massachusetts,51,1,0.0027,1950,1,6
MA,massachusetts,52,100,0.2,1951,13,63
MA,massachusetts,53,5,0.0108,1952,4,39
MA,massachusetts,54,15,0.0295,1953,8,56
MA,massachusetts,55,45,0.0792,1954,11,69
MA,massachusetts,56,47,0.0962,1955,10,56
MA,massachusetts,57,3,0.0057,1956,3,45
MA,massachusetts,58,94,0.1704,1957,13,65
MA,massachusetts,59,24,0.0319,1958,8,72
MA,massachusetts,60,222,0.2782,1959,11,66
MA,massachusetts,61,31,0.0414,1960,8,77
MA,massachusetts,62,180,0.2192,1961,14,115
MA,massachusetts,63,58,0.069,1962,10,163
MA,massachusetts,64,338,0.3686,1963,15,51
MA,massachusetts,65,46,0.0668,1964,10,59
MA,massachusetts,66,135,0.1445,1965,13,61
MA,massachusetts,67,34,0.0392,1966,12,58
MA,massachusetts,68,69,0.0767,1967,14,38
MA,massachusetts,69,152,0.1974,1968,18,39
MA,massachusetts,70,284,0.3485,1969,18,59
MA,massachusetts,71,86,0.0654,1970,17,48
MA,massachusetts,72,227,0.1916,1971,18,64
MA,massachusetts,73,357,0.2744,1972,20,57
MA,massachusetts,74,242,0.1523,1973,16,59
MA,massachusetts,75,248,0.1423,1974,20,134
MA,massachusetts,76,420,0.2611,1975,22,100
MA,massachusetts,77,407,0.2164,1976,21,96
MA,massachusetts,78,807,0.4238,1977,22,88
MA,massachusetts,79,163,0.0839,1978,22,82
MA,massachusetts,80,95,0.0467,1979,18,92
MA,massachusetts,81,550,0.267,1980,23,87
MA,massachusetts,82,871,0.3819,1981,22,87
MA,massachusetts,83,147,0.069,1982,23,94
MA,massachusetts,84,484,0.2251,1983,23,126
MA,massachusetts,85,107,0.0477,1984,21,326
MA,massachusetts,86,476,0.1997,1985,24,501
MA,massachusetts,87,364,0.1494,1986,23,80
MA,massachusetts,88,513,0.2155,1987,24,86
MA,massachusetts,89,207,0.0811,1988,24,86
MA,massachusetts,90,961,0.3796,1989,26,84
MA,massachusetts,91,1444,0.5215,1990,27,85
MA,massachusetts,92,322,0.1247,1991,25,85
MA,massachusetts,93,453,0.1709,1992,28,83
MA,massachusetts,94,4910,1.7172,1993,29,87
MA,massachusetts,95,340,0.114,1994,26,88
MA,massachusetts,96,755,0.2516,1995,31,112
MA,massachusetts,97,545,0.1777,1996,30,97
MA,massachusetts,98,692,0.2211,1997,29,95
MA,massachusetts,99,307,0.0987,1998,29,84
MA,massachusetts,100,970,0.2963,1999,31,107
MA,massachusetts,101,300,0.0976,2000,27,136
MA,massachusetts,102,720,0.2023,2001,33,187
MA,massachusetts,103,149,0.0422,2002,29,200
MA,massachusetts,104,1704,0.4818,2003,33,198
MA,massachusetts,105,434,0.1213,2004,28,229
MA,massachusetts,106,1105,0.3014,2005,31,218
MA,massachusetts,107,365,0.1018,2006,30,213
MA,massachusetts,108,1426,0.4203,2007,33,192
MA,massachusetts,109,483,0.1364,2008,26,192
MA,massachusetts,110,411,0.1294,2009,28,162
MA,massachusetts,111,1156,0.3444,2010,31,210
MA,massachusetts,112,237,0.0664,2011,26,208
MA,massachusetts,113,3545,1.0279,2012,31,159
MA,massachusetts,114,203,0.0616,2013,28,160
MD,maryland,12,0,0,1911,1,1
MD,maryland,13,7,0,1912,3,2
MD,maryland,14,2,0,1913,1,3
MD,maryland,17,2,0,1916,1,1
MD,maryland,20,1,0,1919,1,1
MD,maryland,22,3,0.124,1921,2,4
MD,maryland,32,10,0,1931,3,4
MD,maryland,34,9,0,1933,2,4
MD,maryland,36,3,0,1935,2,4
MD,maryland,37,1,0,1936,1,1
MD,maryland,38,30,0,1937,2,5
MD,maryland,39,2,0.3077,1938,2,6
MD,maryland,40,7,0.5833,1939,2,4
MD,maryland,41,10,0.5882,1940,4,11
MD,maryland,42,49,2.2477,1941,6,14
MD,maryland,44,26,0.5,1943,2,11
MD,maryland,46,23,0.2541,1945,2,13
MD,maryland,47,38,0.5033,1946,7,16
MD,maryland,48,1,0.027,1947,1,3
MD,maryland,49,3,0.0146,1948,2,7
MD,maryland,50,9,0.0239,1949,5,11
MD,maryland,51,2,0.0057,1950,1,1
MD,maryland,52,44,0.1143,1951,10,23
MD,maryland,53,1,0.0021,1952,1,15
MD,maryland,54,9,0.0152,1953,4,28
MD,maryland,55,97,0.128,1954,7,61
MD,maryland,56,55,0.063,1955,9,63
MD,maryland,57,1,0.0013,1956,1,66
MD,maryland,58,83,0.1038,1957,8,50
MD,maryland,59,1,0.001,1958,1,29
MD,maryland,60,83,0.1031,1959,8,47
MD,maryland,61,3,0.0038,1960,2,36
MD,maryland,62,198,0.2191,1961,11,44
MD,maryland,63,9,0.0098,1962,4,38
MD,maryland,64,420,0.3415,1963,12,47
MD,maryland,65,12,0.009,1964,5,50
MD,maryland,66,187,0.131,1965,14,54
MD,maryland,67,22,0.0224,1966,7,62
MD,maryland,68,8,0.0068,1967,6,34
MD,maryland,69,149,0.1308,1968,13,52
MD,maryland,70,252,0.2353,1969,14,59
MD,maryland,71,28,0.0185,1970,7,60
MD,maryland,72,81,0.042,1971,14,65
MD,maryland,73,144,0.069,1972,18,78
MD,maryland,74,51,0.0227,1973,15,77
MD,maryland,75,107,0.042,1974,16,93
MD,maryland,76,584,0.2052,1975,20,100
MD,maryland,77,199,0.0721,1976,18,112
MD,maryland,78,373,0.1243,1977,19,96
MD,maryland,79,160,0.0539,1978,17,116
MD,maryland,80,60,0.0194,1979,14,85
MD,maryland,81,517,0.1756,1980,20,115
MD,maryland,82,648,0.2123,1981,22,141
MD,maryland,83,159,0.0613,1982,16,126
MD,maryland,84,437,0.1749,1983,18,160
MD,maryland,85,10,0.0036,1984,7,59
MD,maryland,86,329,0.1207,1985,22,130
MD,maryland,87,790,0.2925,1986,19,108
MD,maryland,88,96,0.0358,1987,16,95
MD,maryland,89,44,0.0166,1988,12,102
MD,maryland,90,301,0.1203,1989,19,102
MD,maryland,91,134,0.0498,1990,18,131
MD,maryland,92,80,0.0288,1991,14,119
MD,maryland,93,39,0.0136,1992,13,105
MD,maryland,94,327,0.1162,1993,20,118
MD,maryland,95,44,0.0146,1994,8,119
MD,maryland,96,431,0.1479,1995,23,140
MD,maryland,97,54,0.0183,1996,13,102
MD,maryland,98,513,0.18,1997,19,102
MD,maryland,99,20,0.0068,1998,9,115
MD,maryland,100,492,0.1629,1999,21,95
MD,maryland,101,29,0.0117,2000,12,69
MD,maryland,102,229,0.081,2001,21,100
MD,maryland,103,5,0.0019,2002,2,105
MD,maryland,104,62,0.0254,2003,15,103
MD,maryland,105,181,0.0692,2004,17,88
MD,maryland,106,328,0.1187,2005,21,70
MD,maryland,107,40,0.014,2006,13,102
MD,maryland,108,677,0.2448,2007,23,91
MD,maryland,109,68,0.0241,2008,18,106
MD,maryland,110,44,0.0184,2009,13,74
MD,maryland,111,397,0.1524,2010,21,94
MD,maryland,112,19,0.0069,2011,6,32
MD,maryland,113,663,0.2503,2012,23,103
MD,maryland,114,9,0.0034,2013,9,98
ME,maine,9,1,0,1908,1,1
ME,maine,14,3,0,1913,1,1
ME,maine,15,1,0,1914,1,2
ME,maine,24,1,0,1923,1,1
ME,maine,28,11,0,1927,2,1
ME,maine,30,3,0.4,1929,1,1
ME,maine,34,18,0,1933,2,3
ME,maine,35,1,0,1934,1,2
ME,maine,36,25,0,1935,1,2
ME,maine,37,2,0,1936,1,5
ME,maine,38,36,0,1937,2,4
ME,maine,39,7,0.2745,1938,2,4
ME,maine,40,1,0.2,1939,1,4
ME,maine,41,19,0.7037,1940,2,3
ME,maine,42,31,0.4821,1941,5,10
ME,maine,43,2,0.3077,1942,1,2
ME,maine,44,3,0.0857,1943,1,9
ME,maine,46,9,0.1579,1945,1,6
ME,maine,47,4,0.1026,1946,2,11
ME,maine,48,0,0,1947,1,2
ME,maine,49,12,0.2105,1948,3,6
ME,maine,50,40,5.7143,1949,2,7
ME,maine,51,3,0.0308,1950,2,10
ME,maine,52,17,0.2686,1951,4,13
ME,maine,53,64,0.8533,1952,3,21
ME,maine,54,44,0.4983,1953,4,27
ME,maine,55,68,0.4674,1954,6,23
ME,maine,56,50,0.5291,1955,3,32
ME,maine,57,57,0.6096,1956,3,16
ME,maine,58,31,0.3131,1957,3,14
ME,maine,59,68,0.4772,1958,5,17
ME,maine,60,138,0.8239,1959,6,16
ME,maine,61,73,0.5573,1960,4,60
ME,maine,62,169,2.2685,1961,4,18
ME,maine,63,48,0.4174,1962,3,62
ME,maine,64,80,0.9412,1963,4,33
ME,maine,65,68,0.6602,1964,4,36
ME,maine,66,115,1.1275,1965,4,47
ME,maine,67,64,0.3743,1966,9,24
ME,maine,68,81,0.5063,1967,7,19
ME,maine,69,53,0.2431,1968,7,17
ME,maine,70,219,0.6083,1969,13,18
ME,maine,71,110,0.3064,1970,14,23
ME,maine,72,277,0.6281,1971,15,20
ME,maine,73,450,0.8287,1972,17,32
ME,maine,74,139,0.2038,1973,16,42
ME,maine,75,237,0.3211,1974,18,70
ME,maine,76,309,0.3996,1975,18,82
ME,maine,77,323,0.3469,1976,20,58
ME,maine,78,180,0.1775,1977,18,58
ME,maine,79,140,0.1403,1978,16,60
ME,maine,80,263,0.2337,1979,22,49
ME,maine,81,313,0.2905,1980,23,53
ME,maine,82,575,0.5223,1981,23,68
ME,maine,83,161,0.1418,1982,18,54
ME,maine,84,579,0.529,1983,18,67
ME,maine,85,305,0.3407,1984,18,55
ME,maine,86,256,0.2497,1985,19,67
ME,maine,87,191,0.1748,1986,20,61
ME,maine,88,357,0.3694,1987,21,59
ME,maine,89,378,0.3273,1988,22,55
ME,maine,90,825,0.7985,1989,22,41
ME,maine,91,646,0.577,1990,23,50
ME,maine,92,539,0.481,1991,22,35
ME,maine,93,546,0.5135,1992,21,37
ME,maine,94,829,0.7318,1993,22,42
ME,maine,95,743,0.6398,1994,24,41
ME,maine,96,475,0.3997,1995,23,29
ME,maine,97,740,0.5852,1996,24,32
ME,maine,98,1175,0.9539,1997,21,43
ME,maine,99,460,0.4208,1998,20,37
ME,maine,100,541,0.4213,1999,22,39
ME,maine,101,486,0.4367,2000,23,33
ME,maine,102,503,0.3285,2001,25,48
ME,maine,103,369,0.2861,2002,23,39
ME,maine,104,679,0.5149,2003,25,55
ME,maine,105,813,0.5472,2004,27,51
ME,maine,106,642,0.4336,2005,28,52
ME,maine,107,635,0.3982,2006,30,43
ME,maine,108,602,0.4153,2007,29,40
ME,maine,109,1205,0.8181,2008,29,40
ME,maine,110,656,0.4749,2009,28,43
ME,maine,111,650,0.3917,2010,31,46
ME,maine,112,729,0.4339,2011,32,39
ME,maine,113,1046,0.6535,2012,32,47
ME,maine,114,461,0.3335,2013,28,43
MI,michigan,12,2,0,1911,2,2
MI,michigan,13,3,0,1912,1,1
MI,michigan,23,3,0,1922,2,1
MI,michigan,24,1,0,1923,1,1
MI,michigan,25,9,0,1924,1,2
MI,michigan,26,1,0,1925,1,2
MI,michigan,28,1,0,1927,1,1
MI,michigan,30,6,0.48,1929,2,1
MI,michigan,31,2,0.2,1930,2,2
MI,michigan,32,24,0,1931,1,2
MI,michigan,38,9,0.4091,1937,2,5
MI,michigan,39,1,0.0833,1938,1,7
MI,michigan,40,3,0.3529,1939,1,3
MI,michigan,41,8,0.5161,1940,2,8
MI,michigan,44,9,0.0709,1943,3,25
MI,michigan,45,2,0.0258,1944,2,22
MI,michigan,46,1,0.0247,1945,1,18
MI,michigan,48,10,0.1117,1947,3,38
MI,michigan,49,6,0.048,1948,4,26
MI,michigan,50,20,0.1055,1949,4,75
MI,michigan,51,3,0.011,1950,1,65
MI,michigan,52,16,0.0624,1951,7,25
MI,michigan,53,4,0.0109,1952,2,37
MI,michigan,54,22,0.0507,1953,7,74
MI,michigan,55,19,0.0368,1954,7,61
MI,michigan,56,9,0.0195,1955,6,22
MI,michigan,57,12,0.0198,1956,3,19
MI,michigan,58,62,0.0963,1957,12,52
MI,michigan,59,18,0.0416,1958,6,53
MI,michigan,60,26,0.0468,1959,11,25
MI,michigan,61,21,0.0404,1960,7,45
MI,michigan,62,51,0.0836,1961,11,34
MI,michigan,63,46,0.0529,1962,8,29
MI,michigan,64,79,0.1026,1963,14,49
MI,michigan,65,49,0.0695,1964,12,47
MI,michigan,66,42,0.0434,1965,13,43
MI,michigan,67,46,0.0549,1966,13,76
MI,michigan,68,15,0.0191,1967,9,48
MI,michigan,69,49,0.0608,1968,12,46
MI,michigan,70,161,0.1367,1969,24,68
MI,michigan,71,96,0.0882,1970,20,60
MI,michigan,72,52,0.0418,1971,17,74
MI,michigan,73,181,0.1304,1972,28,49
MI,michigan,74,70,0.0371,1973,18,57
MI,michigan,75,94,0.0519,1974,24,70
MI,michigan,76,314,0.1317,1975,34,66
MI,michigan,77,181,0.0818,1976,30,52
MI,michigan,78,191,0.0851,1977,34,52
MI,michigan,79,236,0.1011,1978,34,72
MI,michigan,80,78,0.0307,1979,19,48
MI,michigan,81,317,0.1542,1980,32,48
MI,michigan,82,307,0.1354,1981,36,84
MI,michigan,83,300,0.13,1982,39,85
MI,michigan,84,360,0.1454,1983,39,91
MI,michigan,85,300,0.1261,1984,38,91
MI,michigan,86,337,0.1563,1985,37,134
MI,michigan,87,327,0.1353,1986,38,54
MI,michigan,88,404,0.1566,1987,39,53
MI,michigan,89,321,0.1282,1988,35,56
MI,michigan,90,780,0.2887,1989,42,55
MI,michigan,91,395,0.1474,1990,38,64
MI,michigan,92,345,0.1297,1991,37,67
MI,michigan,93,449,0.1599,1992,42,67
MI,michigan,94,1049,0.3923,1993,42,78
MI,michigan,95,550,0.1985,1994,37,69
MI,michigan,96,865,0.3124,1995,46,70
MI,michigan,97,444,0.1599,1996,38,64
MI,michigan,98,806,0.2762,1997,51,76
MI,michigan,99,406,0.1463,1998,37,60
MI,michigan,100,728,0.2484,1999,52,69
MI,michigan,101,467,0.1942,2000,43,66
MI,michigan,102,719,0.2515,2001,53,73
MI,michigan,103,331,0.1104,2002,32,66
MI,michigan,104,603,0.2035,2003,50,78
MI,michigan,105,667,0.2322,2004,53,64
MI,michigan,106,863,0.3115,2005,55,59
MI,michigan,107,977,0.3204,2006,51,65
MI,michigan,108,1222,0.4125,2007,61,57
MI,michigan,109,855,0.28,2008,60,58
MI,michigan,110,639,0.1908,2009,62,55
MI,michigan,111,894,0.2731,2010,59,61
MI,michigan,112,585,0.1687,2011,59,62
MI,michigan,113,1426,0.4215,2012,68,69
MI,michigan,114,859,0.2768,2013,64,63
MN,minnesota,17,3,0,1916,1,1
MN,minnesota,18,2,0,1917,1,2
MN,minnesota,19,2,0,1918,1,1
MN,minnesota,34,1,0,1933,1,2
MN,minnesota,38,1,0,1937,1,1
MN,minnesota,40,1,0.0347,1939,1,2
MN,minnesota,42,1,0.0187,1941,1,3
MN,minnesota,43,3,0.1622,1942,1,2
MN,minnesota,44,1,0.0417,1943,1,7
MN,minnesota,46,1,0.0253,1945,1,8
MN,minnesota,47,8,0.3042,1946,1,9
MN,minnesota,49,29,0.4085,1948,4,21
MN,minnesota,50,11,0.0714,1949,6,22
MN,minnesota,51,13,0.1398,1950,2,14
MN,minnesota,52,48,0.263,1951,6,26
MN,minnesota,53,30,0.1081,1952,4,18
MN,minnesota,54,14,0.0432,1953,4,27
MN,minnesota,55,55,0.2696,1954,5,17
MN,minnesota,56,29,0.1247,1955,4,14
MN,minnesota,57,8,0.0327,1956,3,10
MN,minnesota,58,187,0.546,1957,15,19
MN,minnesota,59,39,0.1244,1958,4,10
MN,minnesota,60,10,0.0388,1959,5,15
MN,minnesota,61,12,0.0376,1960,3,14
MN,minnesota,62,30,0.088,1961,8,26
MN,minnesota,63,37,0.1114,1962,4,10
MN,minnesota,64,15,0.0421,1963,7,26
MN,minnesota,65,17,0.049,1964,3,18
MN,minnesota,66,36,0.0791,1965,11,31
MN,minnesota,67,23,0.0468,1966,9,32
MN,minnesota,68,19,0.0266,1967,8,25
MN,minnesota,69,104,0.1648,1968,13,28
MN,minnesota,70,169,0.2584,1969,18,34
MN,minnesota,71,61,0.0594,1970,15,50
MN,minnesota,72,116,0.1184,1971,13,54
MN,minnesota,73,77,0.0708,1972,22,42
MN,minnesota,74,87,0.0645,1973,16,65
MN,minnesota,75,215,0.1551,1974,23,55
MN,minnesota,76,266,0.173,1975,22,56
MN,minnesota,77,56,0.0434,1976,13,43
MN,minnesota,78,347,0.2903,1977,24,42
MN,minnesota,79,68,0.0477,1978,18,52
MN,minnesota,80,71,0.0463,1979,12,52
MN,minnesota,81,258,0.1553,1980,29,73
MN,minnesota,82,193,0.1122,1981,26,55
MN,minnesota,83,525,0.2876,1982,28,72
MN,minnesota,84,334,0.2009,1983,28,76
MN,minnesota,85,437,0.2623,1984,27,68
MN,minnesota,86,268,0.1772,1985,25,80
MN,minnesota,87,322,0.1811,1986,25,52
MN,minnesota,88,568,0.3188,1987,28,47
MN,minnesota,89,167,0.0986,1988,18,35
MN,minnesota,90,953,0.5437,1989,33,53
MN,minnesota,91,213,0.1237,1990,24,47
MN,minnesota,92,288,0.1644,1991,30,50
MN,minnesota,93,256,0.1527,1992,27,45
MN,minnesota,94,520,0.2959,1993,37,37
MN,minnesota,95,713,0.3943,1994,26,47
MN,minnesota,96,657,0.3449,1995,38,41
MN,minnesota,97,602,0.3314,1996,31,51
MN,minnesota,98,770,0.3972,1997,39,54
MN,minnesota,99,548,0.2808,1998,34,50
MN,minnesota,100,541,0.2697,1999,37,52
MN,minnesota,101,806,0.4747,2000,33,53
MN,minnesota,102,609,0.2609,2001,43,56
MN,minnesota,103,1202,0.5274,2002,27,62
MN,minnesota,104,614,0.2526,2003,39,60
MN,minnesota,105,678,0.2937,2004,45,67
MN,minnesota,106,1801,0.7438,2005,40,67
MN,minnesota,107,1752,0.7067,2006,43,69
MN,minnesota,108,1385,0.5206,2007,49,72
MN,minnesota,109,589,0.2611,2008,29,65
MN,minnesota,110,2271,0.9646,2009,46,76
MN,minnesota,111,871,0.3898,2010,41,69
MN,minnesota,112,828,0.3441,2011,34,60
MN,minnesota,113,1017,0.3318,2012,64,80
MN,minnesota,114,773,0.2707,2013,60,57
MO,missouri,18,2,0,1917,1,1
MO,missouri,19,4,0,1918,2,12
MO,missouri,24,2,0,1923,1,10
MO,missouri,34,2,0,1933,1,17
MO,missouri,40,1,0.0174,1939,1,9
MO,missouri,42,1,0.0137,1941,1,25
MO,missouri,44,2,0.0193,1943,1,17
MO,missouri,50,2,0.0294,1949,1,30
MO,missouri,51,1,0.0108,1950,1,15
MO,missouri,52,5,0.0671,1951,1,21
MO,missouri,53,0,0,1952,1,32
MO,missouri,54,2,0.0156,1953,2,27
MO,missouri,55,2,0.0157,1954,1,25
MO,missouri,56,1,0.0075,1955,1,19
MO,missouri,57,0,0,1956,1,17
MO,missouri,58,11,0.0753,1957,2,20
MO,missouri,60,1,0.0082,1959,1,2
MO,missouri,61,1,0.0058,1960,1,18
MO,missouri,62,18,0.1001,1961,1,23
MO,missouri,64,18,0.0756,1963,2,19
MO,missouri,65,3,0.0094,1964,2,20
MO,missouri,66,40,0.1013,1965,7,26
MO,missouri,67,11,0.037,1966,2,13
MO,missouri,68,1,0.0031,1967,1,2
MO,missouri,69,23,0.0549,1968,6,14
MO,missouri,70,34,0.0722,1969,9,19
MO,missouri,71,9,0.015,1970,4,31
MO,missouri,72,3,0.0051,1971,2,52
MO,missouri,73,17,0.0287,1972,7,33
MO,missouri,74,6,0.0097,1973,1,5
MO,missouri,75,8,0.0101,1974,4,33
MO,missouri,76,56,0.0673,1975,13,40
MO,missouri,77,19,0.0206,1976,10,45
MO,missouri,78,15,0.0159,1977,9,48
MO,missouri,79,21,0.0252,1978,5,43
MO,missouri,80,2,0.0021,1979,2,42
MO,missouri,81,64,0.0626,1980,12,40
MO,missouri,82,104,0.1122,1981,15,39
MO,missouri,83,16,0.0166,1982,7,39
MO,missouri,84,60,0.0723,1983,7,41
MO,missouri,85,1,0.001,1984,2,38
MO,missouri,86,35,0.0322,1985,15,31
MO,missouri,87,25,0.0229,1986,9,38
MO,missouri,88,13,0.0128,1987,6,30
MO,missouri,89,7,0.0058,1988,5,37
MO,missouri,90,30,0.0279,1989,15,34
MO,missouri,91,10,0.0097,1990,4,18
MO,missouri,92,27,0.0225,1991,10,31
MO,missouri,93,1,0.001,1992,1,9
MO,missouri,94,129,0.1128,1993,21,45
MO,missouri,95,7,0.0058,1994,5,18
MO,missouri,96,49,0.0488,1995,14,44
MO,missouri,97,12,0.0107,1996,6,38
MO,missouri,98,71,0.0629,1997,12,46
MO,missouri,99,6,0.0061,1998,3,59
MO,missouri,100,144,0.1098,1999,21,68
MO,missouri,101,18,0.0184,2000,9,64
MO,missouri,102,138,0.1173,2001,21,73
MO,missouri,103,11,0.0086,2002,5,71
MO,missouri,104,20,0.0145,2003,9,71
MO,missouri,105,55,0.0481,2004,11,59
MO,missouri,106,63,0.0482,2005,16,75
MO,missouri,107,14,0.0107,2006,8,83
MO,missouri,108,82,0.0688,2007,20,54
MO,missouri,109,7,0.0057,2008,4,17
MO,missouri,110,47,0.0357,2009,15,73
MO,missouri,111,92,0.0646,2010,15,68
MO,missouri,112,6,0.0043,2011,2,14
MO,missouri,113,56,0.0418,2012,19,88
MO,missouri,114,2,0.0016,2013,2,20
MS,mississippi,35,9,0,1934,1,3
MS,mississippi,36,2,0,1935,1,4
MS,mississippi,42,1,0.0556,1941,1,3
MS,mississippi,50,3,0.2308,1949,2,12
MS,mississippi,58,13,0.5306,1957,1,1
MS,mississippi,60,3,0.0714,1959,1,9
MS,mississippi,62,2,0.0769,1961,1,12
MS,mississippi,66,1,0.013,1965,1,8
MS,mississippi,69,19,0.1681,1968,4,17
MS,mississippi,70,9,0.0874,1969,2,19
MS,mississippi,72,2,0.0088,1971,1,23
MS,mississippi,73,5,0.0258,1972,2,11
MS,mississippi,75,3,0.0114,1974,2,17
MS,mississippi,76,14,0.0415,1975,4,15
MS,mississippi,77,9,0.0221,1976,3,13
MS,mississippi,78,57,0.1168,1977,6,20
MS,mississippi,79,10,0.0204,1978,7,22
MS,mississippi,80,4,0.0086,1979,3,21
MS,mississippi,81,33,0.0495,1980,6,27
MS,mississippi,82,35,0.0562,1981,7,27
MS,mississippi,83,1,0.0017,1982,1,22
MS,mississippi,84,15,0.0264,1983,2,14
MS,mississippi,86,36,0.0542,1985,9,25
MS,mississippi,87,8,0.0128,1986,4,22
MS,mississippi,88,4,0.006,1987,3,17
MS,mississippi,89,5,0.0069,1988,4,15
MS,mississippi,90,22,0.0329,1989,11,24
MS,mississippi,91,7,0.0107,1990,5,17
MS,mississippi,92,5,0.0077,1991,2,13
MS,mississippi,93,1,0.0014,1992,1,8
MS,mississippi,94,49,0.0639,1993,5,27
MS,mississippi,95,1,0.0013,1994,1,10
MS,mississippi,96,61,0.0862,1995,9,25
MS,mississippi,97,1,0.0014,1996,1,17
MS,mississippi,98,61,0.0714,1997,11,32
MS,mississippi,100,49,0.0669,1999,9,26
MS,mississippi,101,2,0.0025,2000,1,23
MS,mississippi,102,78,0.1019,2001,8,26
MS,mississippi,103,11,0.0113,2002,4,35
MS,mississippi,104,2,0.0023,2003,2,20
MS,mississippi,105,43,0.0504,2004,7,24
MS,mississippi,106,5,0.0061,2005,3,28
MS,mississippi,108,67,0.0952,2007,11,27
MS,mississippi,111,12,0.0136,2010,4,13
MS,mississippi,112,1,0.0013,2011,1,15
MS,mississippi,113,44,0.0558,2012,14,41
MS,mississippi,114,2,0.0021,2013,2,45
MT,montana,27,43,0,1926,1,1
MT,montana,28,7,0,1927,1,2
MT,montana,30,1,0,1929,1,1
MT,montana,31,79,0,1930,2,3
MT,montana,32,23,0,1931,2,3
MT,montana,33,6,0,1932,1,1
MT,montana,34,5,0,1933,1,1
MT,montana,35,18,0,1934,3,3
MT,montana,38,309,0,1937,2,3
MT,montana,39,13,0.7647,1938,2,4
MT,montana,40,5,0.1404,1939,3,4
MT,montana,41,32,3.7647,1940,3,3
MT,montana,42,231,25.6667,1941,2,1
MT,montana,43,2,0,1942,1,1
MT,montana,45,86,9.5556,1944,2,2
MT,montana,46,3,0.2,1945,2,2
MT,montana,47,107,5.7838,1946,1,1
MT,montana,48,13,0.7027,1947,1,1
MT,montana,49,6,0.1765,1948,2,2
MT,montana,51,2,0.0784,1950,1,1
MT,montana,53,3,0.0867,1952,1,2
MT,montana,54,1,0.013,1953,1,8
MT,montana,55,18,0.1651,1954,2,6
MT,montana,56,14,0.2431,1955,3,6
MT,montana,57,4,0.0483,1956,3,8
MT,montana,58,21,0.2111,1957,4,7
MT,montana,59,8,0.0792,1958,2,7
MT,montana,60,4,0.0245,1959,1,5
MT,montana,61,3,0.0191,1960,1,6
MT,montana,62,8,0.0702,1961,3,8
MT,montana,63,10,0.0787,1962,3,18
MT,montana,64,4,0.0252,1963,3,20
MT,montana,65,2,0.012,1964,1,6
MT,montana,66,30,0.184,1965,3,18
MT,montana,67,2,0.0104,1966,2,18
MT,montana,68,36,0.2466,1967,5,10
MT,montana,69,10,0.0617,1968,3,22
MT,montana,70,10,0.0442,1969,3,10
MT,montana,71,44,0.1555,1970,5,19
MT,montana,72,35,0.1301,1971,6,23
MT,montana,73,48,0.1846,1972,7,23
MT,montana,74,37,0.1153,1973,8,30
MT,montana,75,73,0.2232,1974,5,24
MT,montana,76,77,0.1422,1975,10,39
MT,montana,77,122,0.1923,1976,8,35
MT,montana,78,63,0.077,1977,10,36
MT,montana,79,263,0.4319,1978,10,39
MT,montana,80,192,0.2422,1979,12,45
MT,montana,81,482,0.6203,1980,13,45
MT,montana,82,267,0.324,1981,14,54
MT,montana,83,232,0.2281,1982,19,54
MT,montana,84,287,0.3489,1983,14,59
MT,montana,85,335,0.3327,1984,16,57
MT,montana,86,281,0.2994,1985,18,84
